2015,2020,2025,2030,2035,2040,2045,2050,2055,2060
3184.11,3304.24,3341.24,3392.82,3471.30,3563.24,3669.60,3791.52,3930.34,4087.58
3235.03,3357.08,3394.67,3447.07,3526.82,3620.22,3728.29,3852.16,3993.19,4152.95
3259.44,3382.41,3420.29,3473.09,3553.43,3647.54,3756.42,3881.23,4023.32,4184.29
3238.79,3360.98,3398.61,3451.08,3530.91,3624.43,3732.62,3856.63,3997.83,4157.77
3164.03,3283.41,3320.17,3371.43,3449.42,3540.77,3646.47,3767.62,3905.56,4061.81
3037.09,3151.67,3186.96,3236.16,3311.02,3398.71,3500.16,3616.45,3748.86,3898.84
2871.62,2979.96,3013.33,3059.85,3130.63,3213.54,3309.47,3419.42,3544.61,3686.43
2691.06,2792.59,2823.86,2867.45,2933.79,3011.48,3101.38,3204.42,3321.74,3454.63
2630.68,2729.93,2760.50,2803.11,2867.95,2943.91,3031.79,3132.52,3247.20,3377.12
2548.82,2644.98,2674.60,2715.89,2778.71,2852.30,2937.45,3035.04,3146.16,3272.03
2516.22,2611.16,2640.39,2681.15,2743.18,2815.83,2899.88,2996.23,3105.92,3230.19
2534.34,2629.96,2659.41,2700.46,2762.93,2836.11,2920.77,3017.81,3128.29,3253.45
2607.29,2705.65,2735.95,2778.19,2842.45,2917.73,3004.83,3104.66,3218.33,3347.09
2716.89,2819.40,2850.96,2894.98,2961.95,3040.39,3131.15,3235.18,3353.62,3487.79
2843.35,2950.62,2983.66,3029.72,3099.81,3181.90,3276.89,3385.76,3509.72,3650.13
2965.42,3077.30,3111.76,3159.80,3232.89,3318.51,3417.57,3531.12,3660.40,3806.84
3065.28,3180.93,3216.54,3266.20,3341.76,3430.26,3532.66,3650.03,3783.66,3935.04
3132.26,3250.44,3286.83,3337.57,3414.78,3505.22,3609.85,3729.79,3866.34,4021.02
3164.62,3284.02,3320.79,3372.05,3450.06,3541.43,3647.15,3768.32,3906.28,4062.56
3168.90,3288.46,3325.28,3376.61,3454.73,3546.22,3652.08,3773.42,3911.57,4068.06
