2015,2020,2025,2030,2035,2040,2045,2050,2055,2060
910.48,944.83,955.41,970.16,992.60,1018.89,1049.31,1084.17,1123.86,1168.82
892.46,926.13,936.50,950.96,972.95,998.72,1028.53,1062.71,1101.61,1145.69
863.31,895.88,905.91,919.90,941.18,966.10,994.94,1028.00,1065.64,1108.27
851.84,883.98,893.88,907.68,928.68,953.27,981.73,1014.34,1051.48,1093.55
861.92,894.44,904.46,918.42,939.66,964.55,993.34,1026.35,1063.92,1106.49
888.87,922.40,932.73,947.13,969.04,994.70,1024.39,1058.43,1097.18,1141.08
929.24,964.30,975.10,990.15,1013.06,1039.89,1070.93,1106.51,1147.02,1192.91
975.80,1012.62,1023.96,1039.76,1063.82,1091.99,1124.59,1161.95,1204.49,1252.68
1020.76,1059.27,1071.13,1087.67,1112.83,1142.30,1176.40,1215.49,1259.99,1310.40
1057.59,1097.49,1109.78,1126.92,1152.98,1183.52,1218.85,1259.34,1305.45,1357.68
1082.39,1123.23,1135.80,1153.34,1180.02,1211.27,1247.43,1288.87,1336.06,1389.51
1094.51,1135.80,1148.52,1166.25,1193.23,1224.83,1261.40,1303.30,1351.02,1405.07
1096.35,1137.71,1150.45,1168.21,1195.23,1226.89,1263.51,1305.49,1353.29,1407.43
1092.30,1133.51,1146.20,1163.90,1190.82,1222.36,1258.85,1300.67,1348.29,1402.23
1087.27,1128.30,1140.93,1158.54,1185.34,1216.74,1253.06,1294.69,1342.09,1395.78
1085.10,1126.04,1138.65,1156.23,1182.98,1214.31,1250.55,1292.10,1339.41,1393.00
1087.36,1128.38,1141.01,1158.63,1185.43,1216.83,1253.15,1294.78,1342.19,1395.89
1097.03,1138.42,1151.17,1168.94,1195.98,1227.66,1264.30,1306.31,1354.14,1408.31
1120.99,1163.28,1176.31,1194.47,1222.10,1254.46,1291.91,1334.83,1383.70,1439.06
1135.57,1178.41,1191.61,1210.01,1238.00,1270.78,1308.72,1352.20,1401.70,1457.78
1133.40,1176.17,1189.34,1207.70,1235.63,1268.36,1306.22,1349.62,1399.03,1455.00
1110.22,1152.11,1165.01,1182.99,1210.36,1242.41,1279.50,1322.01,1370.41,1425.24
1066.27,1106.50,1118.89,1136.16,1162.44,1193.23,1228.85,1269.68,1316.16,1368.82
1006.68,1044.66,1056.36,1072.67,1097.48,1126.54,1160.17,1198.72,1242.61,1292.32
940.61,976.10,987.03,1002.27,1025.46,1052.61,1084.04,1120.05,1161.06,1207.51
